'Time and date','ECG '
'[05:05:39.827 01/05/2000]',0.100
'[05:05:39.830 01/05/2000]',0.095
'[05:05:39.833 01/05/2000]',0.080
'[05:05:39.837 01/05/2000]',0.055
'[05:05:39.840 01/05/2000]',0.041
'[05:05:39.843 01/05/2000]',0.030
'[05:05:39.847 01/05/2000]',0.021
'[05:05:39.850 01/05/2000]',0.010
'[05:05:39.853 01/05/2000]',0.001
'[05:05:39.857 01/05/2000]',-0.005
'[05:05:39.860 01/05/2000]',-0.009
'[05:05:39.863 01/05/2000]',-0.008
'[05:05:39.867 01/05/2000]',-0.005
'[05:05:39.870 01/05/2000]',-0.002
'[05:05:39.873 01/05/2000]',0.001
'[05:05:39.877 01/05/2000]',0.000
'[05:05:39.880 01/05/2000]',-0.006
'[05:05:39.883 01/05/2000]',-0.011
'[05:05:39.887 01/05/2000]',-0.015
'[05:05:39.890 01/05/2000]',-0.019
'[05:05:39.893 01/05/2000]',-0.020
'[05:05:39.897 01/05/2000]',-0.018
'[05:05:39.900 01/05/2000]',-0.012
'[05:05:39.903 01/05/2000]',-0.001
'[05:05:39.907 01/05/2000]',0.028
'[05:05:39.910 01/05/2000]',0.079
'[05:05:39.913 01/05/2000]',0.148
'[05:05:39.917 01/05/2000]',0.234
'[05:05:39.920 01/05/2000]',0.336
'[05:05:39.923 01/05/2000]',0.451
'[05:05:39.927 01/05/2000]',0.575
'[05:05:39.930 01/05/2000]',0.698
'[05:05:39.933 01/05/2000]',0.804
'[05:05:39.937 01/05/2000]',0.867
'[05:05:39.940 01/05/2000]',0.874
'[05:05:39.943 01/05/2000]',0.844
'[05:05:39.947 01/05/2000]',0.735
'[05:05:39.950 01/05/2000]',0.570
'[05:05:39.953 01/05/2000]',0.372
'[05:05:39.957 01/05/2000]',0.173
'[05:05:39.960 01/05/2000]',0.010
'[05:05:39.963 01/05/2000]',-0.092
'[05:05:39.967 01/05/2000]',-0.117
'[05:05:39.970 01/05/2000]',-0.113
'[05:05:39.973 01/05/2000]',-0.090
'[05:05:39.977 01/05/2000]',-0.078
'[05:05:39.980 01/05/2000]',-0.085
'[05:05:39.983 01/05/2000]',-0.106
'[05:05:39.987 01/05/2000]',-0.142
'[05:05:39.990 01/05/2000]',-0.153
'[05:05:39.993 01/05/2000]',-0.157
'[05:05:39.997 01/05/2000]',-0.159
'[05:05:40.000 01/05/2000]',-0.159
'[05:05:40.003 01/05/2000]',-0.155
'[05:05:40.007 01/05/2000]',-0.146
'[05:05:40.010 01/05/2000]',-0.140
'[05:05:40.013 01/05/2000]',-0.134
'[05:05:40.017 01/05/2000]',-0.129
'[05:05:40.020 01/05/2000]',-0.125
'[05:05:40.023 01/05/2000]',-0.120
'[05:05:40.027 01/05/2000]',-0.114
'[05:05:40.030 01/05/2000]',-0.105
'[05:05:40.033 01/05/2000]',-0.100
'[05:05:40.037 01/05/2000]',-0.096
'[05:05:40.040 01/05/2000]',-0.094
'[05:05:40.043 01/05/2000]',-0.092
'[05:05:40.047 01/05/2000]',-0.091
'[05:05:40.050 01/05/2000]',-0.090
'[05:05:40.053 01/05/2000]',-0.091
'[05:05:40.057 01/05/2000]',-0.093
'[05:05:40.060 01/05/2000]',-0.094
'[05:05:40.063 01/05/2000]',-0.096
'[05:05:40.067 01/05/2000]',-0.098
'[05:05:40.070 01/05/2000]',-0.102
'[05:05:40.073 01/05/2000]',-0.100
'[05:05:40.077 01/05/2000]',-0.090
'[05:05:40.080 01/05/2000]',-0.082
'[05:05:40.083 01/05/2000]',-0.075
'[05:05:40.087 01/05/2000]',-0.068
'[05:05:40.090 01/05/2000]',-0.060
'[05:05:40.093 01/05/2000]',-0.052
'[05:05:40.097 01/05/2000]',-0.046
'[05:05:40.100 01/05/2000]',-0.042
'[05:05:40.103 01/05/2000]',-0.037
'[05:05:40.107 01/05/2000]',-0.033
'[05:05:40.110 01/05/2000]',-0.030
'[05:05:40.113 01/05/2000]',-0.028
'[05:05:40.117 01/05/2000]',-0.026
'[05:05:40.120 01/05/2000]',-0.024
'[05:05:40.123 01/05/2000]',-0.022
'[05:05:40.127 01/05/2000]',-0.016
'[05:05:40.130 01/05/2000]',-0.004
'[05:05:40.133 01/05/2000]',0.011
'[05:05:40.137 01/05/2000]',0.029
'[05:05:40.140 01/05/2000]',0.051
'[05:05:40.143 01/05/2000]',0.070
'[05:05:40.147 01/05/2000]',0.082
'[05:05:40.150 01/05/2000]',0.090
'[05:05:40.153 01/05/2000]',0.095
'[05:05:40.157 01/05/2000]',0.098
'[05:05:40.160 01/05/2000]',0.100
'[05:05:40.163 01/05/2000]',0.102
'[05:05:40.167 01/05/2000]',0.103
'[05:05:40.170 01/05/2000]',0.104
'[05:05:40.173 01/05/2000]',0.104
'[05:05:40.177 01/05/2000]',0.101
'[05:05:40.180 01/05/2000]',0.098
'[05:05:40.183 01/05/2000]',0.093
'[05:05:40.187 01/05/2000]',0.086
'[05:05:40.190 01/05/2000]',0.071
'[05:05:40.193 01/05/2000]',0.056
'[05:05:40.197 01/05/2000]',0.041
'[05:05:40.200 01/05/2000]',0.028
'[05:05:40.203 01/05/2000]',0.015
'[05:05:40.207 01/05/2000]',0.009
'[05:05:40.210 01/05/2000]',0.007
'[05:05:40.213 01/05/2000]',0.005
'[05:05:40.217 01/05/2000]',0.004
'[05:05:40.220 01/05/2000]',0.002
'[05:05:40.223 01/05/2000]',0.001
'[05:05:40.227 01/05/2000]',0.000
'[05:05:40.230 01/05/2000]',-0.002
'[05:05:40.233 01/05/2000]',-0.004
'[05:05:40.237 01/05/2000]',-0.006
'[05:05:40.240 01/05/2000]',-0.008
'[05:05:40.243 01/05/2000]',-0.011
'[05:05:40.247 01/05/2000]',-0.015
'[05:05:40.250 01/05/2000]',-0.023
'[05:05:40.253 01/05/2000]',-0.041
'[05:05:40.257 01/05/2000]',-0.050
'[05:05:40.260 01/05/2000]',-0.055
'[05:05:40.263 01/05/2000]',-0.059
'[05:05:40.267 01/05/2000]',-0.062
'[05:05:40.270 01/05/2000]',-0.063
'[05:05:40.273 01/05/2000]',-0.063
'[05:05:40.277 01/05/2000]',-0.061
'[05:05:40.280 01/05/2000]',-0.057
'[05:05:40.283 01/05/2000]',-0.052
'[05:05:40.287 01/05/2000]',-0.047
'[05:05:40.290 01/05/2000]',-0.043
'[05:05:40.293 01/05/2000]',-0.038
'[05:05:40.297 01/05/2000]',-0.033
'[05:05:40.300 01/05/2000]',-0.028
'[05:05:40.303 01/05/2000]',-0.025
'[05:05:40.307 01/05/2000]',-0.023
'[05:05:40.310 01/05/2000]',-0.022
'[05:05:40.313 01/05/2000]',-0.021
'[05:05:40.317 01/05/2000]',-0.019
'[05:05:40.320 01/05/2000]',-0.018
'[05:05:40.323 01/05/2000]',-0.017
'[05:05:40.327 01/05/2000]',-0.016
'[05:05:40.330 01/05/2000]',-0.015
'[05:05:40.333 01/05/2000]',-0.015
'[05:05:40.337 01/05/2000]',-0.017
'[05:05:40.340 01/05/2000]',-0.021
'[05:05:40.343 01/05/2000]',-0.025
'[05:05:40.347 01/05/2000]',-0.029
'[05:05:40.350 01/05/2000]',-0.032
'[05:05:40.353 01/05/2000]',-0.035
'[05:05:40.357 01/05/2000]',-0.039
'[05:05:40.360 01/05/2000]',-0.043
'[05:05:40.363 01/05/2000]',-0.046
'[05:05:40.367 01/05/2000]',-0.047
'[05:05:40.370 01/05/2000]',-0.045
'[05:05:40.373 01/05/2000]',-0.042
'[05:05:40.377 01/05/2000]',-0.038
'[05:05:40.380 01/05/2000]',-0.034
'[05:05:40.383 01/05/2000]',-0.029
'[05:05:40.387 01/05/2000]',-0.022
'[05:05:40.390 01/05/2000]',-0.011
'[05:05:40.393 01/05/2000]',-0.001
'[05:05:40.397 01/05/2000]',0.006
'[05:05:40.400 01/05/2000]',0.012
'[05:05:40.403 01/05/2000]',0.019
'[05:05:40.407 01/05/2000]',0.023
'[05:05:40.410 01/05/2000]',0.023
'[05:05:40.413 01/05/2000]',0.020
'[05:05:40.417 01/05/2000]',0.015
'[05:05:40.420 01/05/2000]',0.011
'[05:05:40.423 01/05/2000]',0.005
'[05:05:40.427 01/05/2000]',0.000
'[05:05:40.430 01/05/2000]',-0.005
'[05:05:40.433 01/05/2000]',-0.011
'[05:05:40.437 01/05/2000]',-0.017
'[05:05:40.440 01/05/2000]',-0.026
'[05:05:40.443 01/05/2000]',-0.025
'[05:05:40.447 01/05/2000]',-0.014
'[05:05:40.450 01/05/2000]',-0.007
'[05:05:40.453 01/05/2000]',-0.001
'[05:05:40.457 01/05/2000]',0.004
'[05:05:40.460 01/05/2000]',0.008
'[05:05:40.463 01/05/2000]',0.010
'[05:05:40.467 01/05/2000]',0.012
'[05:05:40.470 01/05/2000]',0.013
'[05:05:40.473 01/05/2000]',0.014
'[05:05:40.477 01/05/2000]',0.015
'[05:05:40.480 01/05/2000]',0.015
'[05:05:40.483 01/05/2000]',0.015
'[05:05:40.487 01/05/2000]',0.015
'[05:05:40.490 01/05/2000]',0.015
'[05:05:40.493 01/05/2000]',0.015
'[05:05:40.497 01/05/2000]',0.015
'[05:05:40.500 01/05/2000]',0.017
'[05:05:40.503 01/05/2000]',0.019
'[05:05:40.507 01/05/2000]',0.021
'[05:05:40.510 01/05/2000]',0.022
'[05:05:40.513 01/05/2000]',0.023
'[05:05:40.517 01/05/2000]',0.025
'[05:05:40.520 01/05/2000]',0.027
'[05:05:40.523 01/05/2000]',0.030
'[05:05:40.527 01/05/2000]',0.034
'[05:05:40.530 01/05/2000]',0.037
'[05:05:40.533 01/05/2000]',0.040
'[05:05:40.537 01/05/2000]',0.044
'[05:05:40.540 01/05/2000]',0.049
'[05:05:40.543 01/05/2000]',0.054
'[05:05:40.547 01/05/2000]',0.057
'[05:05:40.550 01/05/2000]',0.057
'[05:05:40.553 01/05/2000]',0.056
'[05:05:40.557 01/05/2000]',0.052
'[05:05:40.560 01/05/2000]',0.048
'[05:05:40.563 01/05/2000]',0.042
'[05:05:40.567 01/05/2000]',0.034
'[05:05:40.570 01/05/2000]',0.019
'[05:05:40.573 01/05/2000]',0.009
'[05:05:40.577 01/05/2000]',0.000
'[05:05:40.580 01/05/2000]',-0.011
'[05:05:40.583 01/05/2000]',-0.022
'[05:05:40.587 01/05/2000]',-0.035
'[05:05:40.590 01/05/2000]',-0.045
'[05:05:40.593 01/05/2000]',-0.048
'[05:05:40.597 01/05/2000]',-0.050
'[05:05:40.600 01/05/2000]',-0.053
'[05:05:40.603 01/05/2000]',-0.054
'[05:05:40.607 01/05/2000]',-0.050
'[05:05:40.610 01/05/2000]',-0.043
'[05:05:40.613 01/05/2000]',-0.035
'[05:05:40.617 01/05/2000]',-0.025
'[05:05:40.620 01/05/2000]',-0.010
'[05:05:40.623 01/05/2000]',0.007
'[05:05:40.627 01/05/2000]',0.031
'[05:05:40.630 01/05/2000]',0.073
'[05:05:40.633 01/05/2000]',0.131
'[05:05:40.637 01/05/2000]',0.209
'[05:05:40.640 01/05/2000]',0.311
'[05:05:40.643 01/05/2000]',0.432
'[05:05:40.647 01/05/2000]',0.557
'[05:05:40.650 01/05/2000]',0.671
'[05:05:40.653 01/05/2000]',0.757
'[05:05:40.657 01/05/2000]',0.783
'[05:05:40.660 01/05/2000]',0.772
'[05:05:40.663 01/05/2000]',0.693
'[05:05:40.667 01/05/2000]',0.545
'[05:05:40.670 01/05/2000]',0.355
'[05:05:40.673 01/05/2000]',0.164
'[05:05:40.677 01/05/2000]',0.007
'[05:05:40.680 01/05/2000]',-0.095
'[05:05:40.683 01/05/2000]',-0.130
'[05:05:40.687 01/05/2000]',-0.140
'[05:05:40.690 01/05/2000]',-0.147
'[05:05:40.693 01/05/2000]',-0.149
'[05:05:40.697 01/05/2000]',-0.150
'[05:05:40.700 01/05/2000]',-0.147
'[05:05:40.703 01/05/2000]',-0.143
'[05:05:40.707 01/05/2000]',-0.136
'[05:05:40.710 01/05/2000]',-0.123
'[05:05:40.713 01/05/2000]',-0.107
'[05:05:40.717 01/05/2000]',-0.103
'[05:05:40.720 01/05/2000]',-0.101
'[05:05:40.723 01/05/2000]',-0.099
'[05:05:40.727 01/05/2000]',-0.098
'[05:05:40.730 01/05/2000]',-0.097
'[05:05:40.733 01/05/2000]',-0.098
'[05:05:40.737 01/05/2000]',-0.098
'[05:05:40.740 01/05/2000]',-0.098
'[05:05:40.743 01/05/2000]',-0.098
'[05:05:40.747 01/05/2000]',-0.098
'[05:05:40.750 01/05/2000]',-0.098
'[05:05:40.753 01/05/2000]',-0.098
'[05:05:40.757 01/05/2000]',-0.097
'[05:05:40.760 01/05/2000]',-0.097
'[05:05:40.763 01/05/2000]',-0.096
'[05:05:40.767 01/05/2000]',-0.095
'[05:05:40.770 01/05/2000]',-0.095
'[05:05:40.773 01/05/2000]',-0.094
'[05:05:40.777 01/05/2000]',-0.093
'[05:05:40.780 01/05/2000]',-0.091
'[05:05:40.783 01/05/2000]',-0.089
'[05:05:40.787 01/05/2000]',-0.087
'[05:05:40.790 01/05/2000]',-0.086
'[05:05:40.793 01/05/2000]',-0.083
'[05:05:40.797 01/05/2000]',-0.078
'[05:05:40.800 01/05/2000]',-0.072
'[05:05:40.803 01/05/2000]',-0.065
'[05:05:40.807 01/05/2000]',-0.058
'[05:05:40.810 01/05/2000]',-0.051
'[05:05:40.813 01/05/2000]',-0.044
'[05:05:40.817 01/05/2000]',-0.037
'[05:05:40.820 01/05/2000]',-0.030
'[05:05:40.823 01/05/2000]',-0.023
'[05:05:40.827 01/05/2000]',-0.018
'[05:05:40.830 01/05/2000]',-0.013
'[05:05:40.833 01/05/2000]',-0.008
'[05:05:40.837 01/05/2000]',-0.005
'[05:05:40.840 01/05/2000]',-0.001
'[05:05:40.843 01/05/2000]',0.001
'[05:05:40.847 01/05/2000]',0.006
'[05:05:40.850 01/05/2000]',0.010
'[05:05:40.853 01/05/2000]',0.016
'[05:05:40.857 01/05/2000]',0.024
'[05:05:40.860 01/05/2000]',0.035
'[05:05:40.863 01/05/2000]',0.046
'[05:05:40.867 01/05/2000]',0.055
'[05:05:40.870 01/05/2000]',0.061
'[05:05:40.873 01/05/2000]',0.067
'[05:05:40.877 01/05/2000]',0.073
'[05:05:40.880 01/05/2000]',0.079
'[05:05:40.883 01/05/2000]',0.084
'[05:05:40.887 01/05/2000]',0.088
'[05:05:40.890 01/05/2000]',0.092
'[05:05:40.893 01/05/2000]',0.096
'[05:05:40.897 01/05/2000]',0.098
'[05:05:40.900 01/05/2000]',0.098
'[05:05:40.903 01/05/2000]',0.096
'[05:05:40.907 01/05/2000]',0.093
'[05:05:40.910 01/05/2000]',0.088
'[05:05:40.913 01/05/2000]',0.082
'[05:05:40.917 01/05/2000]',0.074
'[05:05:40.920 01/05/2000]',0.061
'[05:05:40.923 01/05/2000]',0.047
'[05:05:40.927 01/05/2000]',0.035
'[05:05:40.930 01/05/2000]',0.025
'[05:05:40.933 01/05/2000]',0.014
'[05:05:40.937 01/05/2000]',0.004
'[05:05:40.940 01/05/2000]',0.000
'[05:05:40.943 01/05/2000]',-0.002
'[05:05:40.947 01/05/2000]',-0.004
'[05:05:40.950 01/05/2000]',-0.006
'[05:05:40.953 01/05/2000]',-0.008
'[05:05:40.957 01/05/2000]',-0.010
'[05:05:40.960 01/05/2000]',-0.012
'[05:05:40.963 01/05/2000]',-0.014
'[05:05:40.967 01/05/2000]',-0.017
'[05:05:40.970 01/05/2000]',-0.019
'[05:05:40.973 01/05/2000]',-0.022
'[05:05:40.977 01/05/2000]',-0.024
'[05:05:40.980 01/05/2000]',-0.026
'[05:05:40.983 01/05/2000]',-0.028
'[05:05:40.987 01/05/2000]',-0.030
'[05:05:40.990 01/05/2000]',-0.033
'[05:05:40.993 01/05/2000]',-0.039
'[05:05:40.997 01/05/2000]',-0.045
'[05:05:41.000 01/05/2000]',-0.047
'[05:05:41.003 01/05/2000]',-0.049
'[05:05:41.007 01/05/2000]',-0.052
'[05:05:41.010 01/05/2000]',-0.056
'[05:05:41.013 01/05/2000]',-0.059
'[05:05:41.017 01/05/2000]',-0.056
'[05:05:41.020 01/05/2000]',-0.049
'[05:05:41.023 01/05/2000]',-0.046
'[05:05:41.027 01/05/2000]',-0.043
'[05:05:41.030 01/05/2000]',-0.040
'[05:05:41.033 01/05/2000]',-0.037
'[05:05:41.037 01/05/2000]',-0.034
'[05:05:41.040 01/05/2000]',-0.032
'[05:05:41.043 01/05/2000]',-0.029
'[05:05:41.047 01/05/2000]',-0.025
'[05:05:41.050 01/05/2000]',-0.022
'[05:05:41.053 01/05/2000]',-0.019
'[05:05:41.057 01/05/2000]',-0.016
'[05:05:41.060 01/05/2000]',-0.015
'[05:05:41.063 01/05/2000]',-0.014
'[05:05:41.067 01/05/2000]',-0.014
'[05:05:41.070 01/05/2000]',-0.014
'[05:05:41.073 01/05/2000]',-0.013
'[05:05:41.077 01/05/2000]',-0.012
'[05:05:41.080 01/05/2000]',-0.010
'[05:05:41.083 01/05/2000]',-0.009
'[05:05:41.087 01/05/2000]',-0.008
'[05:05:41.090 01/05/2000]',-0.007
'[05:05:41.093 01/05/2000]',-0.006
'[05:05:41.097 01/05/2000]',-0.005
'[05:05:41.100 01/05/2000]',-0.003
'[05:05:41.103 01/05/2000]',-0.002
'[05:05:41.107 01/05/2000]',-0.001
'[05:05:41.110 01/05/2000]',-0.001
'[05:05:41.113 01/05/2000]',0.000
'[05:05:41.117 01/05/2000]',0.000
'[05:05:41.120 01/05/2000]',0.000
'[05:05:41.123 01/05/2000]',0.002
'[05:05:41.127 01/05/2000]',0.002
'[05:05:41.130 01/05/2000]',0.003
'[05:05:41.133 01/05/2000]',0.002
'[05:05:41.137 01/05/2000]',0.002
'[05:05:41.140 01/05/2000]',0.003
'[05:05:41.143 01/05/2000]',0.004
'[05:05:41.147 01/05/2000]',0.005
'[05:05:41.150 01/05/2000]',0.006
'[05:05:41.153 01/05/2000]',0.007
'[05:05:41.157 01/05/2000]',0.007
'[05:05:41.160 01/05/2000]',0.008
'[05:05:41.163 01/05/2000]',0.009
'[05:05:41.167 01/05/2000]',0.010
'[05:05:41.170 01/05/2000]',0.011
'[05:05:41.173 01/05/2000]',0.012
'[05:05:41.177 01/05/2000]',0.012
'[05:05:41.180 01/05/2000]',0.012
'[05:05:41.183 01/05/2000]',0.011
'[05:05:41.187 01/05/2000]',0.011
'[05:05:41.190 01/05/2000]',0.011
'[05:05:41.193 01/05/2000]',0.012
'[05:05:41.197 01/05/2000]',0.013
'[05:05:41.200 01/05/2000]',0.014
'[05:05:41.203 01/05/2000]',0.015
'[05:05:41.207 01/05/2000]',0.017
'[05:05:41.210 01/05/2000]',0.019
'[05:05:41.213 01/05/2000]',0.023
'[05:05:41.217 01/05/2000]',0.026
'[05:05:41.220 01/05/2000]',0.029
'[05:05:41.223 01/05/2000]',0.032
'[05:05:41.227 01/05/2000]',0.035
'[05:05:41.230 01/05/2000]',0.037
'[05:05:41.233 01/05/2000]',0.041
'[05:05:41.237 01/05/2000]',0.046
'[05:05:41.240 01/05/2000]',0.050
'[05:05:41.243 01/05/2000]',0.054
'[05:05:41.247 01/05/2000]',0.055
'[05:05:41.250 01/05/2000]',0.055
'[05:05:41.253 01/05/2000]',0.053
'[05:05:41.257 01/05/2000]',0.050
'[05:05:41.260 01/05/2000]',0.046
'[05:05:41.263 01/05/2000]',0.041
'[05:05:41.267 01/05/2000]',0.035
'[05:05:41.270 01/05/2000]',0.027
'[05:05:41.273 01/05/2000]',0.013
'[05:05:41.277 01/05/2000]',0.004
'[05:05:41.280 01/05/2000]',0.000
'[05:05:41.283 01/05/2000]',-0.001
'[05:05:41.287 01/05/2000]',-0.004
'[05:05:41.290 01/05/2000]',-0.006
'[05:05:41.293 01/05/2000]',-0.008
'[05:05:41.297 01/05/2000]',-0.010
'[05:05:41.300 01/05/2000]',-0.011
'[05:05:41.303 01/05/2000]',-0.012
'[05:05:41.307 01/05/2000]',-0.012
'[05:05:41.310 01/05/2000]',-0.011
'[05:05:41.313 01/05/2000]',-0.009
'[05:05:41.317 01/05/2000]',-0.006
'[05:05:41.320 01/05/2000]',-0.001
'[05:05:41.323 01/05/2000]',0.004
'[05:05:41.327 01/05/2000]',0.012
'[05:05:41.330 01/05/2000]',0.028
'[05:05:41.333 01/05/2000]',0.058
'[05:05:41.337 01/05/2000]',0.107
'[05:05:41.340 01/05/2000]',0.173
'[05:05:41.343 01/05/2000]',0.261
'[05:05:41.347 01/05/2000]',0.370
'[05:05:41.350 01/05/2000]',0.496
'[05:05:41.353 01/05/2000]',0.622
'[05:05:41.357 01/05/2000]',0.731
'[05:05:41.360 01/05/2000]',0.787
'[05:05:41.363 01/05/2000]',0.805
'[05:05:41.367 01/05/2000]',0.779
'[05:05:41.370 01/05/2000]',0.698
'[05:05:41.373 01/05/2000]',0.561
'[05:05:41.377 01/05/2000]',0.396
'[05:05:41.380 01/05/2000]',0.230
'[05:05:41.383 01/05/2000]',0.087
'[05:05:41.387 01/05/2000]',-0.016
'[05:05:41.390 01/05/2000]',-0.059
'[05:05:41.393 01/05/2000]',-0.071
'[05:05:41.397 01/05/2000]',-0.078
'[05:05:41.400 01/05/2000]',-0.084
'[05:05:41.403 01/05/2000]',-0.090
'[05:05:41.407 01/05/2000]',-0.095
'[05:05:41.410 01/05/2000]',-0.099
'[05:05:41.413 01/05/2000]',-0.102
'[05:05:41.417 01/05/2000]',-0.105
'[05:05:41.420 01/05/2000]',-0.108
'[05:05:41.423 01/05/2000]',-0.112
'[05:05:41.427 01/05/2000]',-0.114
'[05:05:41.430 01/05/2000]',-0.116
'[05:05:41.433 01/05/2000]',-0.117
'[05:05:41.437 01/05/2000]',-0.118
'[05:05:41.440 01/05/2000]',-0.118
'[05:05:41.443 01/05/2000]',-0.117
'[05:05:41.447 01/05/2000]',-0.115
'[05:05:41.450 01/05/2000]',-0.112
'[05:05:41.453 01/05/2000]',-0.108
'[05:05:41.457 01/05/2000]',-0.104
'[05:05:41.460 01/05/2000]',-0.099
'[05:05:41.463 01/05/2000]',-0.095
'[05:05:41.467 01/05/2000]',-0.089
'[05:05:41.470 01/05/2000]',-0.083
'[05:05:41.473 01/05/2000]',-0.078
'[05:05:41.477 01/05/2000]',-0.076
'[05:05:41.480 01/05/2000]',-0.074
'[05:05:41.483 01/05/2000]',-0.073
'[05:05:41.487 01/05/2000]',-0.072
'[05:05:41.490 01/05/2000]',-0.071
'[05:05:41.493 01/05/2000]',-0.070
'[05:05:41.497 01/05/2000]',-0.069
'[05:05:41.500 01/05/2000]',-0.067
'[05:05:41.503 01/05/2000]',-0.066
'[05:05:41.507 01/05/2000]',-0.064
'[05:05:41.510 01/05/2000]',-0.062
'[05:05:41.513 01/05/2000]',-0.060
'[05:05:41.517 01/05/2000]',-0.056
'[05:05:41.520 01/05/2000]',-0.051
'[05:05:41.523 01/05/2000]',-0.045
'[05:05:41.527 01/05/2000]',-0.034
'[05:05:41.530 01/05/2000]',-0.016
'[05:05:41.533 01/05/2000]',-0.008
'[05:05:41.537 01/05/2000]',-0.004
'[05:05:41.540 01/05/2000]',-0.001
'[05:05:41.543 01/05/2000]',0.000
'[05:05:41.547 01/05/2000]',0.003
'[05:05:41.550 01/05/2000]',0.006
'[05:05:41.553 01/05/2000]',0.009
'[05:05:41.557 01/05/2000]',0.014
'[05:05:41.560 01/05/2000]',0.019
'[05:05:41.563 01/05/2000]',0.025
'[05:05:41.567 01/05/2000]',0.032
'[05:05:41.570 01/05/2000]',0.044
'[05:05:41.573 01/05/2000]',0.056
'[05:05:41.577 01/05/2000]',0.069
'[05:05:41.580 01/05/2000]',0.077
'[05:05:41.583 01/05/2000]',0.084
'[05:05:41.587 01/05/2000]',0.089
'[05:05:41.590 01/05/2000]',0.093
'[05:05:41.593 01/05/2000]',0.097
'[05:05:41.597 01/05/2000]',0.099
'[05:05:41.600 01/05/2000]',0.099
'[05:05:41.603 01/05/2000]',0.097
'[05:05:41.607 01/05/2000]',0.094
'[05:05:41.610 01/05/2000]',0.089
'[05:05:41.613 01/05/2000]',0.084
'[05:05:41.617 01/05/2000]',0.078
'[05:05:41.620 01/05/2000]',0.072
'[05:05:41.623 01/05/2000]',0.063
'[05:05:41.627 01/05/2000]',0.052
'[05:05:41.630 01/05/2000]',0.042
'[05:05:41.633 01/05/2000]',0.032
'[05:05:41.637 01/05/2000]',0.021
'[05:05:41.640 01/05/2000]',0.010
'[05:05:41.643 01/05/2000]',0.003
'[05:05:41.647 01/05/2000]',0.000
'[05:05:41.650 01/05/2000]',-0.004
'[05:05:41.653 01/05/2000]',-0.008
'[05:05:41.657 01/05/2000]',-0.012
'[05:05:41.660 01/05/2000]',-0.016
'[05:05:41.663 01/05/2000]',-0.021
'[05:05:41.667 01/05/2000]',-0.027
'[05:05:41.670 01/05/2000]',-0.033
'[05:05:41.673 01/05/2000]',-0.028
'[05:05:41.677 01/05/2000]',-0.024
'[05:05:41.680 01/05/2000]',-0.022
'[05:05:41.683 01/05/2000]',-0.020
'[05:05:41.687 01/05/2000]',-0.018
'[05:05:41.690 01/05/2000]',-0.017
'[05:05:41.693 01/05/2000]',-0.018
'[05:05:41.697 01/05/2000]',-0.019
'[05:05:41.700 01/05/2000]',-0.022
'[05:05:41.703 01/05/2000]',-0.024
'[05:05:41.707 01/05/2000]',-0.026
'[05:05:41.710 01/05/2000]',-0.027
'[05:05:41.713 01/05/2000]',-0.028
'[05:05:41.717 01/05/2000]',-0.030
'[05:05:41.720 01/05/2000]',-0.032
'[05:05:41.723 01/05/2000]',-0.034
'[05:05:41.727 01/05/2000]',-0.034
'[05:05:41.730 01/05/2000]',-0.034
'[05:05:41.733 01/05/2000]',-0.033
'[05:05:41.737 01/05/2000]',-0.033
'[05:05:41.740 01/05/2000]',-0.034
'[05:05:41.743 01/05/2000]',-0.034
'[05:05:41.747 01/05/2000]',-0.034
'[05:05:41.750 01/05/2000]',-0.034
'[05:05:41.753 01/05/2000]',-0.033
'[05:05:41.757 01/05/2000]',-0.032
'[05:05:41.760 01/05/2000]',-0.031
'[05:05:41.763 01/05/2000]',-0.031
'[05:05:41.767 01/05/2000]',-0.031
'[05:05:41.770 01/05/2000]',-0.031
'[05:05:41.773 01/05/2000]',-0.030
'[05:05:41.777 01/05/2000]',-0.029
'[05:05:41.780 01/05/2000]',-0.028
'[05:05:41.783 01/05/2000]',-0.028
'[05:05:41.787 01/05/2000]',-0.029
'[05:05:41.790 01/05/2000]',-0.030
'[05:05:41.793 01/05/2000]',-0.032
'[05:05:41.797 01/05/2000]',-0.033
'[05:05:41.800 01/05/2000]',-0.034
'[05:05:41.803 01/05/2000]',-0.036
'[05:05:41.807 01/05/2000]',-0.035
'[05:05:41.810 01/05/2000]',-0.030
'[05:05:41.813 01/05/2000]',-0.026
'[05:05:41.817 01/05/2000]',-0.024
'[05:05:41.820 01/05/2000]',-0.022
'[05:05:41.823 01/05/2000]',-0.020
'[05:05:41.827 01/05/2000]',-0.017
'[05:05:41.830 01/05/2000]',-0.014
'[05:05:41.833 01/05/2000]',-0.011
'[05:05:41.837 01/05/2000]',-0.007
'[05:05:41.840 01/05/2000]',-0.005
'[05:05:41.843 01/05/2000]',-0.002
'[05:05:41.847 01/05/2000]',0.000
'[05:05:41.850 01/05/2000]',0.002
'[05:05:41.853 01/05/2000]',0.003
'[05:05:41.857 01/05/2000]',0.004
'[05:05:41.860 01/05/2000]',0.003
'[05:05:41.863 01/05/2000]',0.002
'[05:05:41.867 01/05/2000]',0.001
'[05:05:41.870 01/05/2000]',0.000
'[05:05:41.873 01/05/2000]',0.000
'[05:05:41.877 01/05/2000]',-0.001
'[05:05:41.880 01/05/2000]',-0.002
'[05:05:41.883 01/05/2000]',-0.004
'[05:05:41.887 01/05/2000]',-0.005
